Sponsor,Study Title,Medicine or Vaccine (generic name),Sponsor Identification Number,Trial Registry Identification Number(s),Medical Condition,Phase,Link to Sponsor Study Registry,Link to study details on ClinicalTrials.gov (if available),Link to study details on EudraCT (if available),Analysis-ready dataset,Annotated case report form,Clinical study report,Dataset specifications,Protocol with any amendments,Raw dataset,Reporting and analysis plan,Additional Information about the data and documents available for this study,Date Added to this Site
GSK,"An open-label, randomised, single dose, three-way crossover, parallel groups study to determine the bioequivalence of two fixed dose combination (FDC) tablet formulations of amlodipine and losartan FDC5/50 and FDC5/100 to respective reference dosages in healthy adult male and female subjects under fasting conditions",amlodipine/losartan,AML116799,NCT01797926,Hypertension,Phase 1,http://www.gsk-clinicalstudyregister.com/study/116799,http://clinicaltrials.gov/show/NCT01797926,,Y,Y,Y,Y,Y,Y,Y,,1-Sep-2015
GSK,"U0289-404: An Evaluator Blinded, 8 Week, Split Face Study to Evaluate and Compare the Efficacy and Tolerability of MAXCLARITYII and MURAD in Subjects with Acne",benzoyl peroxide/salicylic acid,STF114553,NCT02524665,Acne Vulgaris,Phase 4,http://www.gsk-clinicalstudyregister.com/study/114553,http://clinicaltrials.gov/show/NCT02524665,,N,Y,Y,Y,Y,Y,N,An analysis-ready dataset and a reporting and analysis plan are not available for this study.,1-Sep-2015
GSK,Organized Program to Initiate Lifesaving Treatment in Hospitalized Patients with Heart Failure (OPTIMIZE-HF): An Internet-based Registry and Process of Care Improvement Program for Heart Failure Patients,carvedilol,105517/358,NCT00344513,"Heart failure, Congestive",Phase 4,http://www.gsk-clinicalstudyregister.com/study/105517/358,http://clinicaltrials.gov/show/NCT00344513,,N,N,Y,Y,N,Y,N,An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated and blank case report form are not available for this study. A protocol is not available for this study as there is no evidence in the archives that a document was authored. There is no GSK Clinical Study Register Results Summary for this study.,1-Sep-2015
GSK,Antibody persistence in children previously vaccinated with three doses of Infanrix hexa™ or Infanrix-IPV/Hib™,"Combined Diphtheria, Tetanus, Acellular Pertussis, Hepatitis B, Inactivated Polio, Haemophilus influenzae Type b Vaccine",115375,NCT01358825,acellular pertussis; Diphtheria; Haemophilus influenzae type b; Hepatitis B; Poliomyelitis; Tetanus,Phase 4,http://www.gsk-clinicalstudyregister.com/study/115375,http://clinicaltrials.gov/show/NCT01358825,,Y,Y,Y,Y,Y,Y,Y,This is a long-term antibody persistence follow-up study of 105539.,1-Sep-2015
GSK,"Blinded, randomized study to evaluate the immunogenicity and safety of GlaxoSmithKline Biologicals’ measles-mumps-rubella-varicella candidate vaccine given to healthy children during the second year of life","Combined Measles, Mumps, Rubella, Varicella Vaccine",104690,NCT00127010,Measles; Mumps; Rubella; Varicella,Phase 3,http://www.gsk-clinicalstudyregister.com/study/103388,http://clinicaltrials.gov/show/NCT00127010,,Y,N,Y,Y,Y,Y,Y,This is a follow-up study to 103388. The results of this study 104690 are summarised with primary study 103388 on the GSK Clinical Study Register. An annotated case report form is not available for this study. A blank case report form will be provided.,1-Sep-2015
GSK,"Study evaluating in healthy children safety and immunogenicity of GSK Bios' combined Measles-Mumps-Rubella-Varicella vaccine, compared to GSK Bios' Varicella and Measles-Mumps-Rubella vaccines admind as separate injections","Combined Measles, Mumps, Rubella, Varicella Vaccine",208136/006 (MeMuRu-OKA-006),,Measles; Mumps; Rubella; Varicella,Phase 2,http://www.gsk-clinicalstudyregister.com/study/208136/006,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,"Study to assess immunogenicity and safety of one dose of GSK Bios’ live attenuated MMRV vaccine, co-admind with a booster dose of the GSK Bios’ combined diphtheria-tetanus-acellular pertussis-hepatitis B-inactivated polio-Haemophilus influenzae type b conjugate vaccine","Combined Measles, Mumps, Rubella, Varicella Vaccine",208136/013 (MeMuRu-OKA-013),,Measles; Mumps; Rubella; Varicella,Phase 3,http://www.gsk-clinicalstudyregister.com/study/208136/013,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,"Study to assess immunogenicity, reactogenicity and safety of a 2nd dose of GlaxoSmithKline Biologicals’ measles-mumps-rubella-varicella (MeMuRu-OKA) vaccine given in healthy children of 5 to 6 years of age","Combined Measles, Mumps, Rubella, Varicella Vaccine",208136/017 (MeMuRu-OKA-017),,Measles; Mumps; Rubella; Varicella,Phase 2,http://www.gsk-clinicalstudyregister.com/study/208136/017,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided.A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,Study to evaluate immunogenicity and safety of GSK Bios’ MeMuRu-OKA vaccine compared to concomitant administrations of GSK Bios’ Priorix™ and Varilrix™ vaccines,"Combined Measles, Mumps, Rubella, Varicella Vaccine",208136/018 (MeMuRu-OKA-018),,Measles; Mumps; Rubella; Varicella,Phase 3,http://www.gsk-clinicalstudyregister.com/study/208136/018,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,Study to evaluate immunogenicity and safety of one dose of GSK Bios’ measles-mumps-rubella-varicella vaccine given to healthy children previously primed with one dose of measles-mumps-rubella vaccine,"Combined Measles, Mumps, Rubella, Varicella Vaccine",208136/019 (MeMuRu-OKA-019),,Measles; Mumps; Rubella; Varicella,Phase 3,http://www.gsk-clinicalstudyregister.com/study/208136/019,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,A study to evaluate immunogenicity and safety of Boostrix compared to Adacel when administered as a booster vaccination in adults aged 19 to 64 years of age,"Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis Vaccine",BTX106316,NCT00346073,acellular pertussis; Diphtheria; Tetanus,Phase 3,http://www.gsk-clinicalstudyregister.com/study/106316,http://clinicaltrials.gov/show/NCT00346073,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided.,1-Sep-2015
GSK,A study to evaluate immunogenicity and safety of Boostrix when co-administered with Fluarix in subjects 19 years of age and older,"Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis Vaccine",BTX106323,NCT00385255,acellular pertussis; Diphtheria; Tetanus,Phase 3,http://www.gsk-clinicalstudyregister.com/study/106323,http://clinicaltrials.gov/show/NCT00385255,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided.,1-Sep-2015
GSK,"LPL100601, A Clinical Outcomes Study of Darapladib versus Placebo in Subjects with Chronic Coronary Heart Disease to Compare the Incidence of Major Adverse Cardiovascular Events (MACE)",darapladib,LPL100601,NCT00799903,Atherosclerosis,Phase 3,http://www.gsk-clinicalstudyregister.com/study/100601,http://clinicaltrials.gov/show/NCT00799903,,Y,Y,Y,Y,Y,Y,Y,Please note that there is a Publication Steering Committee for this study.,1-Sep-2015
GSK,A Clinical Outcomes Study of Darapladib versus Placebo in Subjects Following Acute Coronary Syndrome to Compare the Incidence of Major Adverse Cardiovascular Events (MACE).,darapladib,480848/033,NCT01000727,acute coronary syndrome,Phase 3,http://www.gsk-clinicalstudyregister.com/study/480848/033,http://clinicaltrials.gov/show/NCT01000727,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided. Please note that there is a Publication Steering Committee for this study.,1-Sep-2015
GSK,"An open-label, single-sequence study to evaluate the potential CYP 3A4 pharmacokinetic interaction of Darapladib (SB-480848) in healthy subjects",darapladib,LPL115678,NCT01873339,Atherosclerosis,Phase 1,http://www.gsk-clinicalstudyregister.com/study/115678,http://clinicaltrials.gov/show/NCT01873339,,Y,Y,Y,Y,Y,Y,Y,,1-Sep-2015
GSK,A Study to Evaluate the Effect of a High Fiber and a High Fat Meal on the Pharmacokinetics of LANOXIN† (digoxin) Elixir Pediatric in Healthy Adults,digoxin,120008/901,,"Heart failure, Congestive",Phase 1,http://www.gsk-clinicalstudyregister.com/study/120008/901,,,N,N,Y,Y,Y,Y,N,An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated and blank case report form are not available for this study as the electronic data capture system used for this study did not generate paper versions. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,An Open Label Study in Healthy Volunteers to Investigate the Effect of Ketoconazole on the Pharmacokinetics of GSK239512,GSK239512,H3M117016,NCT01802931,Multiple Sclerosis,Phase 1,http://www.gsk-clinicalstudyregister.com/study/117016,http://clinicaltrials.gov/show/NCT01802931,,Y,Y,Y,Y,Y,Y,Y,,1-Sep-2015
GSK,"An open, controlled, randomized, comparative, phase IIIb study to evaluate the immunogenicity, safety and reactogenicity of GSK Biologicals' combined hepatitis A and hepatitis B vaccine given on an accelerated schedule compared to separate vaccine with GSK Biologicals' monovalent hepatitis A vaccine in healthy adults","Hepatitis A (Inactivated), Hepatitis B (Recombinant) Vaccine",208127/121,,Hepatitis A; Hepatitis B,Phase 3,http://www.gsk-clinicalstudyregister.com/study/208127/121,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,"An open study to evaluate the immunogenicity, safety and reactogenicity of GlaxoSmithKline Biologicals' commercially available combined hepatitis A / hepatitis B vaccine (TWINRIX ADULT) containing 720 ELISA units of hepatitis A antigen and 20 µg of hepatitis B surface antigen, administered following a two-dose (0, 6 months) schedule in healthy children between the ages of 1 and 11 years",twinrix,100565,,Hepatitis A; Hepatitis B,Phase 3,http://www.gsk-clinicalstudyregister.com/study/100565,,,Y,Y,Y,Y,Y,Y,Y,"This is a 10 year follow-up study to 208127/076. Other follow-up studies 208127/111 (3 years), 208127/112 (4 years), 208127/113 (5 years), 100561 (6 years), 100562 (7 years), 100563 (8 years), 100564 (9 years) to 208127/076 were conducted. The results of this study 100565 are summarised with studies 208127/111, 208127/112, 208127/113, 100561, 100562, 100563 and 100564 on the GSK Clinical Study Register. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.",1-Sep-2015
GSK,"Assess the feasibility of an investigational vaccination regimen, compared to a 3-dose primary vaccination with GSK Bio's Infanrix hexa™ (DTPa-HBV-IPV/Hib vaccine) following hepatitis B vaccination at birth. Primary vaccination is followed in the 2nd year of life by a booster dose of Infanrix-hexa","Hepatitis B Vaccine, Recombinant",105752,NCT00289796,Hepatitis B,Phase 2,http://www.gsk-clinicalstudyregister.com/study/210602-002,http://clinicaltrials.gov/show/NCT00289796,,Y,N,Y,Y,Y,Y,Y,This is a booster study of 210602/002. The results of this study 105752 are summarised with primary study 210602/002 on the GSK Clinical Study Register. An annotated case report form is not available for this study. A blank case report form will be provided.,1-Sep-2015
GSK,Immunogenicity and protective efficacy of GlaxoSmithKline (previously SmithKlineBeecham) Biologicals’ hepatitis B vaccine (10(g) in newborn of HBeAg and HBsAg positive mothers compared with a historical control group.,"Hepatitis B Vaccine, Recombinant",103860-115 (HBV-115),,Hepatitis B,Phase 3,http://www.gsk-clinicalstudyregister.com/study/103860-115,,,Y,N,Y,Y,Y,Y,N,An annotated case report form is not available for this study. A blank case report form will be provided. A reporting and analysis plan is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,Comparative study of the immunogenicity and protective efficacy of GlaxoSmithKline (previously SmithKline Beecham and SmithKline-Rit) Biologicals’ recombinant DNA hepatitis B vaccine with or without hepatitis B immune globulins (HBIg) in newborns of HBeAg-positive mothers.,"Hepatitis B Vaccine, Recombinant",103860-143 (HBV-143),,Hepatitis B,Phase 3,http://www.gsk-clinicalstudyregister.com/study/103860-143,,,Y,N,N,Y,N,Y,N,An annotated case report form is not available for this study. A blank case report form will be provided. A reporting and analysis plan is not available for this study. A clinical study report and a protocol are not available for this study because there is no evidence in the archives that a document was authored. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,"An observational study to investigate the incidence of influenza, downstream complications of influenza and hospitalizations, in elderly subjects vaccinated with GSK Biologicals’ influenza vaccine (Fluarix™) administered intramuscularly.",Influenza Vaccine,106622,NCT00306982,Influenza,Phase 4,http://www.gsk-clinicalstudyregister.com/study/106622,http://clinicaltrials.gov/show/NCT00306982,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided.,1-Sep-2015
GSK,"An observational study to investigate the incidence of influenza and influenza-related complications, in adults between 50-64 years and elderly adults 65 years and over vaccinated with Fluarix™",Influenza Vaccine,107564,NCT00377611,Influenza,Phase 4,http://www.gsk-clinicalstudyregister.com/study/107564,http://clinicaltrials.gov/show/NCT00377611,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided.,1-Sep-2015
GSK,"Immunogenicity, safety and reactogenicity study of GSK Biologicals’ quadrivalent seasonal influenza candidate vaccine GSK2321138A, administered to children who previously participated in study 115345",Influenza Vaccine (Quadrivalent),116023,NCT01702454,Influenza,Phase 3,http://www.gsk-clinicalstudyregister.com/study/116023,http://clinicaltrials.gov/show/NCT01702454,,Y,Y,Y,Y,Y,Y,Y,This is a follow-up study of 115345.,1-Sep-2015
GSK,Immunogenicity and safety study of GSK Biologicals’ Trivalent Split Virion Influenza Vaccine (GSK1536489A) Fluviral® (2012/2013 Season) in adults aged 18 years and older,"Influenza Vaccine (Split Virion, Inactivated, Fluviral)",116664,NCT01626820,Influenza,Phase 3,http://www.gsk-clinicalstudyregister.com/study/116664,http://clinicaltrials.gov/show/NCT01626820,,Y,Y,Y,Y,Y,Y,Y,,1-Sep-2015
GSK,An Open Label Study of the Pharmacokinetics of Lamivudine (GR109714X) in Subjects Receiving Peritoneal Dialysis in Endstage Renal Failure,lamivudine,NUC10901,,Hepatitis B,Phase 1,http://www.gsk-clinicalstudyregister.com/study/NUC10901,,,N,N,Y,Y,Y,Y,Y,An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,"A Multicentre, Double-blind, Randomised, Placebo-controlled Pilot Study to Evaluate the Effect of Lamivudine on Serum HDV RNA in Subjects Co-infected with Hepatitis B and Delta Virus",lamivudine,NUC20905,,Hepatitis B,Phase 2,http://www.gsk-clinicalstudyregister.com/study/NUC20905,,,N,Y,Y,Y,Y,Y,Y,An analysis-ready dataset is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,"A multicentre, randomised, double-blind, placebo-controlled study to evaluate the efficacy and tolerability of recombinant HBV vaccine and hepatitis B immunoglobulin (HBIg) plus lamivudine versus recombinant HBV vaccine and HBlg plus placebo for the prevention of mother-to-child transmission of HBV.",lamivudine,NUC30914,,Hepatitis B,Phase 3,http://www.gsk-clinicalstudyregister.com/study/NUC30914,,,N,Y,Y,Y,Y,Y,Y,An analysis-ready dataset is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,"A Double-Blind, Placebo-Controlled Study Of Lamivudine In Subjects In China With Chronic Hepatitis B Infection Followed By Long-Term (5 Years) Lamivudine Treatment",lamivudine,NUCB3026,,"Hepatitis B, Chronic",Phase 3,http://www.gsk-clinicalstudyregister.com/study/NUCB3026,,,N,Y,Y,Y,Y,Y,Y,An analysis-ready dataset is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,A Follow-On Study to Determine the Safety and Efficacy of Long-Term Lamivudine Treatment in Patients with Chronic Hepatitis B Infection (5 Year Treatment Plus 6 Months Off-treatment Follow-Up),lamivudine,NUCB3018,,"Hepatitis B, Chronic",Phase 3,http://www.gsk-clinicalstudyregister.com/study/NUCB3018,,,N,Y,Y,Y,Y,Y,N,This is a follow-on study of NUCB3009. An analysis-ready dataset and a reporting and analysis plan are not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,"An Extended, Stratified Follow-on Study In Paediatric Subjects With Chronic Hepatitis B Who Have Completed Previous Lamivudine Studies",lamivudine,NUC30926,,"Hepatitis B, Chronic",Phase 3,http://www.gsk-clinicalstudyregister.com/study/NUC30926,,,N,Y,Y,Y,Y,Y,Y,A follow-up study NUC40040 was conducted. An analysis-ready dataset is not available for this study. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,"A phase II, randomized, observer blind, controlled, multicenter study to assess immunogenicity and antibody persistence following vaccination with GSK's candidate combined measles, mumps, and rubella vaccine (MMR) versus M-M-R® II as a first dose, both administered subcutaneously at 12-15 months of age, concomitantly with hepatitis A vaccine (HAV), varicella vaccine (VV) and pneumococcal conjugate vaccine (PCV) but at separate sites.","Measles, Mumps, Rubella Vaccine",111870,NCT00861744,Measles; Mumps; Rubella,Phase 2,http://www.gsk-clinicalstudyregister.com/study/111870,http://clinicaltrials.gov/show/NCT00861744,,Y,Y,Y,Y,Y,Y,Y,,1-Sep-2015
GSK,"Immunogenicity, reactogenicity and safety study of GlaxoSmithKline (GSK) Biologicals’ oral live attenuated human rotavirus (HRV) vaccine in healthy Taiwanese infants who received hepatitis B immunoglobulin after birth.",Rotavirus Vaccine,RTX114351,NCT01198769,"Infections, Rotavirus",Phase 4,http://www.gsk-clinicalstudyregister.com/study/114351,http://clinicaltrials.gov/show/NCT01198769,,Y,Y,Y,Y,Y,Y,Y,,1-Sep-2015
GSK,"A multicenter, trial comparing the efficacy and safety of Umeclidinium/Vilanterol 62.5/25 mcg once daily with Tiotropium 18 mcg once daily over 24 weeks in subjects with Chronic Obstructive Pulmonary Disease (COPD).",umeclidinium bromide/vilanterol,ZEP117115,NCT01777334,"Pulmonary Disease, Chronic Obstructive",Phase 3,http://www.gsk-clinicalstudyregister.com/study/117115,http://clinicaltrials.gov/show/NCT01777334,,Y,Y,Y,Y,Y,Y,Y,,1-Sep-2015
GSK,"A Randomized, Open Label, 3 Crossover, Balanced Incomplete Block Study To Evaluate The Pharmacokinetics Of Umeclidinium Bromide and Vilanterol Trifenatate as Monotherapies and Concurrently in Healthy Chinese Subjects.",umeclidinium bromide; vilanterol; umeclidinium bromide/vilanterol,DB2115380,NCT01899638,"Pulmonary Disease, Chronic Obstructive",Phase 1,http://www.gsk-clinicalstudyregister.com/study/115380,http://clinicaltrials.gov/show/NCT01899638,,Y,Y,Y,Y,Y,Y,Y,,1-Sep-2015
GSK,"A phase III, open-label, multi-centre study to assess the immunogenicity and safety of GlaxoSmithKline Biologicals’ live attenuated varicella vaccine (VarilrixTM), given as a primary vaccination at 4.5 months and 6.5 months post-transplantation, in autologous stem cell/ bone marrow transplant recipients aged 18 years and older.",Varicella Vaccine,208133/178,NCT00792623,Varicella,Phase 2,http://www.gsk-clinicalstudyregister.com/study/208133/178,http://clinicaltrials.gov/show/NCT00792623,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided.,1-Sep-2015
GSK,A controlled clinical study to assess the immunogenicity and reactogenicity of SmithKline Beecham Biologicals varicella vaccine in children aged between 1 and 12 years with a known history of neurodermatitis. SmithKline Beecham Biologicals is currently GlaxoSmithKline Biologicals.,Varicella Vaccine,208133/161 (OKAH-161),,Varicella,Phase 4,http://www.gsk-clinicalstudyregister.com/study/208133/161,,,Y,N,Y,Y,Y,Y,Y,An annotated case report form is not available for this study. A blank case report form will be provided. A link to Clinicaltrials.gov and a NCT ID number are not available for this study because the study was conducted before regulatory requirements to register studies.,1-Sep-2015
GSK,Single and Repeat Dose Pharmacokinetic Study of GSK1605786 in Healthy Chinese Subjects,vercirnon,CCX116416,NCT01827631,Crohn's Disease,Phase 1,http://www.gsk-clinicalstudyregister.com/study/116416,http://clinicaltrials.gov/show/NCT01827631,,Y,Y,Y,Y,Y,Y,Y,,1-Sep-2015
Roche,"A randomized, open-label study comparing the effect of MabThera, with and without fludarabine/ cyclophosphamide, on progression-free survival and safety in patients with previously treated B-cell chronic lymphocytic leukemia",Rituximab,BO17072,NCT00090051,lymphoid leukaemia,Phase 3,,https://clinicaltrials.gov/ct2/show/NCT00090051?term=BO17072&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Roche,"A randomized, open-label, multi-center phase III trial comparing CVP + MabThera to standard CVP chemotherapy in patients with previously untreated follicular lymphoma.",Rituximab,M39021,,lymphoma,Phase 3,,,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Roche,"A Phase III Multicenter, Open-label Study of Rituximab Alternative Dosing Rate in Patients With Previously Untreated Diffuse Large B-cell or Follicular Non-Hodgkin's Lymphoma",Rituximab,U4391G,NCT00719472,lymphoma,Phase 3,,https://clinicaltrials.gov/ct2/show/NCT00719472?term=U4391G&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Roche,"A randomized, double-blind study of the effect of MabThera combined with methotrexate on treatment response in patients with active rheumatoid arthritis",Rituximab,WA17043,NCT00074438,rheumatoid arthritis,Phase 2,,https://clinicaltrials.gov/ct2/show/NCT00074438?term=wa17043&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Roche,"A Phase III, Randomized, Double-Blind Placebo Controlled, Multicenter Study to Evaluate the Safety and Efficacy of Rituximab in Class III, IV Lupus Nephritis",Rituximab,U2970G,NCT00282347,lupus,Phase 3,,https://clinicaltrials.gov/ct2/show/NCT00282347?term=U2970g&rank=2,,Y,N,Y,N,Y,Y,N,,1-Oct-2015
Roche,"A Phase II/III, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Safety and Efficacy of Rituximab in Non-Renal Systemic Lupus Erythematosis",Rituximab,U2971G,NCT00137969,lupus,Phase 2/3,,https://clinicaltrials.gov/ct2/show/NCT00137969?term=U2971G&rank=3,,Y,N,Y,N,Y,Y,N,,1-Oct-2015
Roche,"A phase II, randomized, parallel group, open-label, multicenter study to evaluate the effects of Rituximab on immune responses in subjects with active rheumatoid arthritis receiving background methotrexate",Rituximab,U3374G,NCT00282308,rheumatoid arthritis,Phase 2,,https://clinicaltrials.gov/ct2/show/NCT00282308?term=U3374G&rank=1,,Y,N,Y,N,Y,Y,Y,,1-Oct-2015
Roche,"An Open-Label, Prospective Study of the Safety of Rituximab in Combination with other Disease-Modifying Anti-Rheumatic Drugs in Subjects with Active Rheumatoid Arthritis",Rituximab,U3924G,NCT00443651,rheumatoid arthritis,Phase 3,,https://clinicaltrials.gov/ct2/show/NCT00443651?term=U3924G&rank=1,,Y,N,Y,N,Y,Y,Y,,1-Oct-2015
Roche,An open-label study of the efficacy and safety of re-treatments with rituximab (Mabthera/Rituxan)  in patients with active rheumatoid arthritis  (Open label extension study for DANCER and WA16291),Rituximab,WA16855,NCT02093026,rheumatoid arthritis,Phase 2,,https://clinicaltrials.gov/ct2/show/NCT02093026?term=WA16855&rank=1,,Y,N,Y,Y,Y,Y,Y,,1-Oct-2015
Roche,"A Phase IIb Randomized, Multifactorial, Double-Blind, Parallel Group, Dose Ranging Study of the Efficacy and Safety of Rituximab (MabThera/Rituxan) in Combination with Methotrexate, in Patients with active Rheumatoid Arthritis",Rituximab,WA17042,NCT00468546,rheumatoid arthritis,Phase 3,,https://clinicaltrials.gov/ct2/show/NCT00468546?term=WA17042&rank=2,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Roche,"A randomized, double-blind international study to evaluate the efficacy and safety of various re-treatment regimens of rituximab in combination with methotrexate in RA patients with an inadequate response to methotrexate.",Rituximab,WA17044,NCT00422383,rheumatoid arthritis,Phase 3,,https://clinicaltrials.gov/ct2/show/NCT00422383?term=WA17044&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Roche,"A randomized, double-blind study to evaluate the effect on treatment response of MabThera in combination with methotrexate, compared to methotrexate monotherapy, in patients with active rheumatoid arthritis",Rituximab,WA17045,NCT00299130,rheumatoid arthritis,Phase 3,,https://clinicaltrials.gov/ct2/show/NCT00299130?term=WA17045&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Roche,"A randomized, phase III, controlled, double-blind, parallel-group, multicenter study to evaluate the safety and efficacy of rituximab in combination with methotrexate (MTX), compared with MTX alone,  in methotrexate-naive patients with active rheumatoid arthritis",Rituximab,WA17047,NCT00299104,rheumatoid arthritis,Phase 3,,https://clinicaltrials.gov/ct2/show/NCT00299104?term=WA17047&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Roche,An open-label study of the efficacy and safety of re-treatments with rituximab (Mabthera/Rituxan) in patients with active rheumatoid arthritis who have had an inadequate response to anti-TNFα therapies  (Open label extension study for REFLEX),Rituximab,WA17531,NCT02097745,rheumatoid arthritis,Phase 3,,https://clinicaltrials.gov/ct2/show/NCT02097745?term=WA17531&rank=2,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Eisai,An Open Label Phase I Dose Escalation Study of E7080 Administered to Patients With Solid Tumors,lenvatinib,E7080-J081-103,NCT00280397,Solid Tumors,Phase 1,,https://clinicaltrials.gov/ct2/show/NCT00280397,,N,Y,Y,Y,Y,Y,Y,Analysis and reporting datasets are not CDISC compliant and contain labelling in English and Japanese. Note: Japan is the only country participating in this study.,1-Sep-2015
Eisai,A Phase 1 Study of E7080 in Subjects With Solid Tumor,lenvatinib,E7080-J081-105,NCT01268293,Solid Tumors,Phase 1,,https://clinicaltrials.gov/ct2/show/NCT01268293,,Y,Y,Y,Y,Y,Y,Y,Can only share aggregated data due to risk of re-identification. Note: Japan is the only country participating in this study.,1-Sep-2015
Boehringer Ingelheim,LUX-Head&Neck 1: A Phase III Trial of Afatinib (BIBW2992) Versus Methotrexate for the Treatment of Recurrent and/or Metastatic (R/M) Head and Neck Squamous Cell Cancer After Platinum Based Chemotherapy,afatinib,1200.43,NCT01345682,"Head and Neck Neoplasms; Carcinoma, Squamous Cell",Phase 3,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01345682?term=1200.43&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
Boehringer Ingelheim,BIBW 2992 (Afatinib) and Vinorelbine in Japanese Patients With Advanced Solid Tumours,afatinib,1200.84,NCT01214616,Neoplasms,Phase 1,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01214616?term=1200.84&rank=1,,Y,Y,Y,Y,Y,N,Y,,1-Oct-2015
Boehringer Ingelheim,Empagliflozin (BI 10773) Dose Finder Study in Japanese Patients With Type 2 Diabetes Mellitus,empagliflozin,1245.38,NCT01193218,"Diabetes Mellitus, Type 2",Phase 2,http://trials.boehringer-ingelheim.com/trial_results/clinical_trials_overview.html,https://clinicaltrials.gov/ct2/show/NCT01193218?term=1245.38&rank=1,,Y,Y,Y,Y,Y,Y,Y,,1-Oct-2015
